,Source,Target,Type,RawWeight,Weight
1713,48,75,Undirected,1,0
1714,55,75,Undirected,1,0
1715,56,75,Undirected,1,0
1716,46,75,Undirected,1,0.460730838531493
1717,18,75,Undirected,2,0
1718,51,75,Undirected,1,0.335792101923193
1719,31,75,Undirected,1,0
1720,21,75,Undirected,1,0
1721,72,75,Undirected,1,0.335792101923193
1722,46,56,Undirected,1,0
1723,56,72,Undirected,3,0.248641926204293
1724,46,51,Undirected,1,0
1725,46,72,Undirected,1,0
1726,18,51,Undirected,4,0
1727,31,51,Undirected,1,0
1728,51,57,Undirected,1,0
1729,22,51,Undirected,2,0
1730,51,72,Undirected,2,0
1731,31,57,Undirected,2,0
1732,31,72,Undirected,1,0
1733,57,72,Undirected,3,0.290034611362518
1734,24,73,Undirected,1,0
1735,16,24,Undirected,1,0
1736,16,25,Undirected,1,0
1737,26,73,Undirected,1,0
1738,16,26,Undirected,1,0
1739,10,73,Undirected,2,0
1740,16,29,Undirected,1,0
1741,32,73,Undirected,1,0
1742,48,73,Undirected,2,0
1743,47,73,Undirected,3,0.380211241711606
1744,17,73,Undirected,1,0
1745,16,73,Undirected,1,0.716003343634799
1746,37,73,Undirected,2,0
1747,16,32,Undirected,1,0
1748,16,48,Undirected,1,0
1749,16,47,Undirected,1,0.301029995663981
1750,16,38,Undirected,1,0
1751,16,37,Undirected,1,0
1752,2,40,Undirected,3,0
1753,40,54,Undirected,2,0
1754,2,31,Undirected,3,0
1755,2,67,Undirected,1,0
1756,29,67,Undirected,1,0
1757,29,54,Undirected,3,0
1758,31,67,Undirected,1,0
1759,31,54,Undirected,2,0
1760,55,67,Undirected,1,0
1761,20,67,Undirected,1,0
1762,54,67,Undirected,1,0
1763,20,54,Undirected,2,0
1764,42,73,Undirected,2,0
1765,42,51,Undirected,1,0
1766,6,73,Undirected,1,0
1767,9,73,Undirected,2,0
1768,41,73,Undirected,1,0
1769,15,73,Undirected,3,0
1770,51,73,Undirected,1,0
1771,14,73,Undirected,1,0
1772,14,51,Undirected,3,0
1773,1,30,Undirected,2,0
1774,1,76,Undirected,1,0
1775,4,76,Undirected,4,0
1776,40,76,Undirected,2,0.301029995663981
1777,3,76,Undirected,4,0
1778,25,76,Undirected,3,0
1779,5,76,Undirected,2,0
1780,6,76,Undirected,2,0
1781,7,76,Undirected,4,0
1782,8,76,Undirected,4,0
1783,15,76,Undirected,4,0
1784,18,76,Undirected,3,0
1785,34,76,Undirected,4,0
1786,35,76,Undirected,2,0
1787,13,76,Undirected,2,0
1788,33,53,Undirected,1,0
1789,30,53,Undirected,1,0
1790,53,76,Undirected,2,0.26884531229258
1791,33,76,Undirected,1,0.414973347970818
1792,30,76,Undirected,1,0.511883360978874
1793,19,76,Undirected,3,0
1794,21,76,Undirected,2,0
1795,24,76,Undirected,3,0
1796,27,42,Undirected,1,0
1797,27,47,Undirected,1,0
1798,27,76,Undirected,2,0.414973347970818
1799,27,57,Undirected,2,0
1800,42,76,Undirected,2,0
1801,29,76,Undirected,3,0.360615685648225
1802,32,76,Undirected,3,0.26884531229258
1803,14,55,Undirected,2,0
1804,14,76,Undirected,2,0
1805,14,57,Undirected,1,0
1806,53,57,Undirected,1,0
1807,55,76,Undirected,2,0
1808,47,76,Undirected,1,0
1809,57,76,Undirected,2,0.414973347970818
1810,20,76,Undirected,1,0
1811,22,76,Undirected,1,0
1812,24,75,Undirected,1,0
1813,4,69,Undirected,3,0
1814,10,69,Undirected,2,0
1815,14,75,Undirected,1,0
1816,69,75,Undirected,1,0.636822097587174
1817,5,69,Undirected,3,0
1818,6,69,Undirected,2,0
1819,9,69,Undirected,2,0
1820,32,69,Undirected,2,0
1821,14,69,Undirected,2,0
1822,35,69,Undirected,2,0
1823,18,69,Undirected,2,0
1824,24,66,Undirected,2,0
1825,4,66,Undirected,2,0
1826,27,44,Undirected,1,0
1827,27,72,Undirected,1,0
1828,10,44,Undirected,2,0.284639579475812
1829,10,66,Undirected,2,0.284639579475812
1830,10,72,Undirected,4,0
1831,41,44,Undirected,1,0
1832,41,66,Undirected,2,0.335792101923193
1833,32,44,Undirected,1,0
1834,13,44,Undirected,2,0
1835,35,44,Undirected,2,0
1836,12,44,Undirected,1,0
1837,37,44,Undirected,1,0
1838,44,66,Undirected,1,0.761760834195474
1839,44,57,Undirected,2,0.539912084579118
1840,22,44,Undirected,2,0
1841,44,72,Undirected,1,0.335792101923193
1842,12,66,Undirected,2,0
1843,18,66,Undirected,1,0
1844,57,66,Undirected,1,0
1845,66,72,Undirected,2,0.636822097587174
1846,26,65,Undirected,2,0
1847,10,51,Undirected,1,0
1848,10,65,Undirected,2,0
1849,43,48,Undirected,5,0.335792101923193
1850,48,65,Undirected,2,0
1851,18,65,Undirected,3,0
1852,43,51,Undirected,2,0
1853,43,65,Undirected,2,0.414973347970818
1854,43,72,Undirected,3,0.386944624370574
1855,14,65,Undirected,3,0.318063334962762
1856,14,72,Undirected,2,0
1857,65,72,Undirected,2,0.414973347970818
1858,1,69,Undirected,1,0
1859,9,43,Undirected,2,0
1860,15,69,Undirected,2,0
1861,48,69,Undirected,2,0
1862,43,69,Undirected,2,0.511883360978874
1863,56,69,Undirected,1,0
1864,38,69,Undirected,2,0
1865,65,69,Undirected,1,0.414973347970818
1866,69,72,Undirected,2,0.511883360978874
1867,26,66,Undirected,1,0
1868,47,66,Undirected,1,0
1869,2,70,Undirected,1,0
1870,5,70,Undirected,1,0
1871,9,70,Undirected,1,0
1872,35,70,Undirected,1,0
1873,15,70,Undirected,1,0
1874,32,70,Undirected,1,0
1875,57,70,Undirected,1,0.414973347970818
1876,20,70,Undirected,1,0.373580662812593
1877,24,65,Undirected,1,0
1878,24,77,Undirected,1,0.354275507617206
1879,27,51,Undirected,2,0
1880,27,77,Undirected,1,0.716003343634799
1881,4,77,Undirected,1,0
1882,3,77,Undirected,1,0
1883,29,77,Undirected,1,0.485554422256525
1884,8,77,Undirected,1,0
1885,7,77,Undirected,1,0
1886,15,77,Undirected,1,0
1887,32,77,Undirected,1,0.39378404890088
1888,12,76,Undirected,2,0
1889,12,77,Undirected,1,0.39378404890088
1890,14,54,Undirected,1,0
1891,14,77,Undirected,1,0.539912084579118
1892,51,54,Undirected,1,0
1893,51,76,Undirected,1,0
1894,51,77,Undirected,1,0.812913356642856
1895,34,77,Undirected,1,0
1896,35,77,Undirected,1,0
1897,18,77,Undirected,1,0
1898,65,76,Undirected,1,0.414973347970818
1899,65,77,Undirected,1,1.01703333929878
1900,54,76,Undirected,2,0.414973347970818
1901,54,77,Undirected,1,0.716003343634799
1902,76,77,Undirected,1,1.11394335230684
1903,19,77,Undirected,1,0
1904,2,53,Undirected,1,0
1905,28,43,Undirected,3,0.290034611362518
1906,28,48,Undirected,3,0
1907,43,53,Undirected,1,0
1908,22,43,Undirected,2,0
1909,1,44,Undirected,1,0
1910,2,44,Undirected,1,0
1911,2,68,Undirected,1,0
1912,6,44,Undirected,1,0
1913,10,54,Undirected,1,0
1914,28,44,Undirected,1,0
1915,31,44,Undirected,1,0
1916,44,55,Undirected,1,0
1917,44,68,Undirected,1,0.761760834195474
1918,17,44,Undirected,1,0.335792101923193
1919,38,44,Undirected,1,0
1920,44,54,Undirected,1,0
1921,23,44,Undirected,1,0.636822097587174
1922,28,68,Undirected,1,0
1923,23,28,Undirected,1,0
1924,35,68,Undirected,1,0
1925,31,68,Undirected,1,0
1926,23,31,Undirected,2,0.414973347970818
1927,55,68,Undirected,1,0
1928,17,68,Undirected,1,0.335792101923193
1929,54,68,Undirected,1,0
1930,57,68,Undirected,1,0
1931,23,68,Undirected,1,0.636822097587174
1932,17,54,Undirected,1,0
1933,17,57,Undirected,1,0
1934,23,38,Undirected,2,0
1935,40,73,Undirected,2,0
1936,38,40,Undirected,3,0
1937,40,52,Undirected,1,0.301029995663981
1938,23,40,Undirected,1,0
1939,2,30,Undirected,1,0
1940,2,52,Undirected,1,0
1941,42,52,Undirected,1,0
1942,29,52,Undirected,1,0
1943,23,29,Undirected,1,0
1944,30,73,Undirected,1,0.414973347970818
1945,12,30,Undirected,1,0
1946,30,47,Undirected,1,0
1947,20,30,Undirected,1,0
1948,30,52,Undirected,1,0.812913356642856
1949,23,30,Undirected,1,0.511883360978874
1950,31,73,Undirected,1,0
1951,20,73,Undirected,1,0
1952,22,73,Undirected,1,0
1953,52,73,Undirected,1,0.716003343634799
1954,23,73,Undirected,1,0.414973347970818
1955,31,52,Undirected,1,0.414973347970818
1956,12,52,Undirected,1,0
1957,47,52,Undirected,1,0.301029995663981
1958,23,47,Undirected,1,0
1959,20,52,Undirected,1,0.373580662812593
1960,22,52,Undirected,1,0
1961,23,52,Undirected,1,0.812913356642856
1962,10,64,Undirected,1,0
1963,47,67,Undirected,1,0
1964,67,73,Undirected,1,0
1965,47,64,Undirected,1,0
1966,48,64,Undirected,1,0
1967,64,73,Undirected,1,0.318063334962762
1968,24,59,Undirected,1,0
1969,4,59,Undirected,1,0
1970,2,69,Undirected,1,0
1971,2,76,Undirected,1,0
1972,28,40,Undirected,2,0
1973,40,69,Undirected,1,0
1974,40,57,Undirected,1,0
1975,40,59,Undirected,1,0.301029995663981
1976,42,69,Undirected,1,0
1977,28,69,Undirected,1,0
1978,28,76,Undirected,1,0
1979,28,59,Undirected,1,0.414973347970818
1980,5,59,Undirected,1,0
1981,8,59,Undirected,1,0
1982,29,69,Undirected,1,0
1983,29,59,Undirected,1,0
1984,32,43,Undirected,1,0
1985,32,59,Undirected,1,0
1986,57,69,Undirected,1,0
1987,69,76,Undirected,1,0.511883360978874
1988,59,69,Undirected,1,0.812913356642856
1989,48,76,Undirected,1,0
1990,48,59,Undirected,1,0
1991,12,59,Undirected,1,0
1992,43,54,Undirected,1,0
1993,43,76,Undirected,1,0
1994,43,59,Undirected,1,0.511883360978874
1995,38,76,Undirected,1,0
1996,38,59,Undirected,1,0
1997,54,72,Undirected,1,0
1998,37,76,Undirected,1,0
1999,59,76,Undirected,1,0.812913356642856
2000,72,76,Undirected,1,0
2001,37,59,Undirected,1,0
2002,59,72,Undirected,1,0.511883360978874
2003,27,40,Undirected,1,0
2004,40,51,Undirected,1,0
2005,27,45,Undirected,1,0
2006,27,43,Undirected,1,0
2007,27,61,Undirected,1,0
2008,28,45,Undirected,1,0
2009,28,51,Undirected,1,0
2010,28,61,Undirected,1,0
2011,48,61,Undirected,1,0
2012,43,45,Undirected,1,0
2013,45,51,Undirected,1,0
2014,37,45,Undirected,1,0
2015,22,45,Undirected,1,0
2016,43,61,Undirected,1,0
